web-scraper-order,web-scraper-start-url,pokemon_normaux,pokemon_normaux-href,id_pokemon,nom_pokemon,taille,poids,Points de vie de base,Attaque de base,Défense de base,Attaque spéciale de base,Défense spéciale de base,Vitesse de base,Type_pokemon1-src
"1530535753-2003","https://ivpokemon.fr/liste-pokemon","Smogogo","https://ivpokemon.fr/infos-pokemon?id=110","#110","Smogogo","1.2 m","9.5 kg","65","90","120","85","70","60","https://ivpokemon.fr/ressources/images/types/4.png"
"1530534819-1438","https://ivpokemon.fr/liste-pokemon","Manaphy","https://ivpokemon.fr/infos-pokemon?id=490","#490","Manaphy","0.3 m","1.4 kg","100","100","100","100","100","100","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535825-2052","https://ivpokemon.fr/liste-pokemon","Grolem","https://ivpokemon.fr/infos-pokemon?id=76","#76","Grolem","1.4 m","300 kg","80","120","130","55","65","45","https://ivpokemon.fr/ressources/images/types/6.png"
"1530535481-1861","https://ivpokemon.fr/liste-pokemon","Steelix","https://ivpokemon.fr/infos-pokemon?id=208","#208","Steelix","9.2 m","400 kg","75","85","200","55","65","30","https://ivpokemon.fr/ressources/images/types/9.png"
"1530535859-2077","https://ivpokemon.fr/liste-pokemon","Ptitard","https://ivpokemon.fr/infos-pokemon?id=60","#60","Ptitard","0.6 m","12.4 kg","40","50","40","40","40","90","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534727-1386","https://ivpokemon.fr/liste-pokemon","Ouvrifier","https://ivpokemon.fr/infos-pokemon?id=533","#533","Ouvrifier","1.2 m","40 kg","85","105","85","40","50","40","https://ivpokemon.fr/ressources/images/types/2.png"
"1530535341-1764","https://ivpokemon.fr/liste-pokemon","Pifeuil","https://ivpokemon.fr/infos-pokemon?id=274","#274","Pifeuil","1 m","28 kg","70","70","40","60","40","60","https://ivpokemon.fr/ressources/images/types/17.png"
"1530535044-1599","https://ivpokemon.fr/liste-pokemon","Rayquaza","https://ivpokemon.fr/infos-pokemon?id=384","#384","Rayquaza","7 m","206.5 kg","105","150","90","150","90","95","https://ivpokemon.fr/ressources/images/types/3.png"
"1530534383-1150","https://ivpokemon.fr/liste-pokemon","Opermine","https://ivpokemon.fr/infos-pokemon?id=688","#688","Opermine","0.5 m","31 kg","42","52","67","39","56","50","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534206-1014","https://ivpokemon.fr/liste-pokemon","Trépassable","https://ivpokemon.fr/infos-pokemon?id=770","#770","Trépassable","1.3 m","250 kg","85","75","110","100","75","35","https://ivpokemon.fr/ressources/images/types/8.png"
"1530534454-1198","https://ivpokemon.fr/liste-pokemon","Goupelin","https://ivpokemon.fr/infos-pokemon?id=655","#655","Goupelin","1.5 m","39 kg","75","69","72","114","100","104","https://ivpokemon.fr/ressources/images/types/14.png"
"1530535409-1811","https://ivpokemon.fr/liste-pokemon","Leuphorie","https://ivpokemon.fr/infos-pokemon?id=242","#242","Leuphorie","1.5 m","46.8 kg","255","10","10","75","135","55","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535403-1808","https://ivpokemon.fr/liste-pokemon","Suicune","https://ivpokemon.fr/infos-pokemon?id=245","#245","Suicune","2 m","187 kg","100","75","115","90","115","85","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535861-2078","https://ivpokemon.fr/liste-pokemon","Arcanin","https://ivpokemon.fr/infos-pokemon?id=59","#59","Arcanin","1.9 m","155 kg","90","110","80","100","80","95","https://ivpokemon.fr/ressources/images/types/10.png"
"1530534919-1510","https://ivpokemon.fr/liste-pokemon","Griknot","https://ivpokemon.fr/infos-pokemon?id=443","#443","Griknot","0.7 m","20.5 kg","58","70","45","40","45","42","https://ivpokemon.fr/ressources/images/types/16.png"
"1530534740-1394","https://ivpokemon.fr/liste-pokemon","Chovsourir","https://ivpokemon.fr/infos-pokemon?id=527","#527","Chovsourir","0.4 m","2.1 kg","55","45","43","55","43","72","https://ivpokemon.fr/ressources/images/types/14.png"
"1530535469-1851","https://ivpokemon.fr/liste-pokemon","Scarhino","https://ivpokemon.fr/infos-pokemon?id=214","#214","Scarhino","1.5 m","54 kg","80","125","75","40","95","85","https://ivpokemon.fr/ressources/images/types/7.png"
"1530535123-1648","https://ivpokemon.fr/liste-pokemon","Anorith","https://ivpokemon.fr/infos-pokemon?id=347","#347","Anorith","0.7 m","12.5 kg","45","95","50","40","50","75","https://ivpokemon.fr/ressources/images/types/6.png"
"1530534520-1252","https://ivpokemon.fr/liste-pokemon","Scalpion","https://ivpokemon.fr/infos-pokemon?id=624","#624","Scalpion","0.5 m","10.2 kg","45","85","70","40","40","60","https://ivpokemon.fr/ressources/images/types/17.png"
"1530535055-1606","https://ivpokemon.fr/liste-pokemon","Registeel","https://ivpokemon.fr/infos-pokemon?id=379","#379","Registeel","1.9 m","205 kg","80","75","150","75","150","50","https://ivpokemon.fr/ressources/images/types/9.png"
"1530535396-1803","https://ivpokemon.fr/liste-pokemon","Tyranocif","https://ivpokemon.fr/infos-pokemon?id=248","#248","Tyranocif","2 m","202 kg","100","134","110","95","100","61","https://ivpokemon.fr/ressources/images/types/17.png"
"1530534699-1365","https://ivpokemon.fr/liste-pokemon","Doudouvet","https://ivpokemon.fr/infos-pokemon?id=546","#546","Doudouvet","0.3 m","0.6 kg","40","27","60","37","50","66","https://ivpokemon.fr/ressources/images/types/18.png"
"1530535659-1942","https://ivpokemon.fr/liste-pokemon","Méganium","https://ivpokemon.fr/infos-pokemon?id=154","#154","Méganium","1.8 m","100.5 kg","80","82","100","83","100","80","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534175-989","https://ivpokemon.fr/liste-pokemon","Tokorico","https://ivpokemon.fr/infos-pokemon?id=785","#785","Tokorico","1.8 m","20.5 kg","70","115","85","95","75","130","https://ivpokemon.fr/ressources/images/types/13.png"
"1530534287-1073","https://ivpokemon.fr/liste-pokemon","Bazoucan","https://ivpokemon.fr/infos-pokemon?id=733","#733","Bazoucan","1.1 m","26 kg","80","120","75","75","75","60","https://ivpokemon.fr/ressources/images/types/3.png"
"1530535689-1962","https://ivpokemon.fr/liste-pokemon","Kabuto","https://ivpokemon.fr/infos-pokemon?id=140","#140","Kabuto","0.5 m","11.5 kg","30","80","90","55","45","55","https://ivpokemon.fr/ressources/images/types/6.png"
"1530534781-1417","https://ivpokemon.fr/liste-pokemon","Mastouffe","https://ivpokemon.fr/infos-pokemon?id=508","#508","Mastouffe","1.2 m","61 kg","85","110","90","45","90","80","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535360-1778","https://ivpokemon.fr/liste-pokemon","Chenipotte","https://ivpokemon.fr/infos-pokemon?id=265","#265","Chenipotte","0.3 m","3.6 kg","45","45","35","20","30","20","https://ivpokemon.fr/ressources/images/types/7.png"
"1530534526-1258","https://ivpokemon.fr/liste-pokemon","Drakkarmin","https://ivpokemon.fr/infos-pokemon?id=621","#621","Drakkarmin","1.6 m","139 kg","77","120","90","60","90","48","https://ivpokemon.fr/ressources/images/types/16.png"
"1530534985-1557","https://ivpokemon.fr/liste-pokemon","Cheniti","https://ivpokemon.fr/infos-pokemon?id=412","#412","Cheniti","0.2 m","3.4 kg","40","29","45","29","45","36","https://ivpokemon.fr/ressources/images/types/7.png"
"1530534611-1315","https://ivpokemon.fr/liste-pokemon","Lakmécygne","https://ivpokemon.fr/infos-pokemon?id=581","#581","Lakmécygne","1.3 m","24.2 kg","75","87","63","87","63","98","https://ivpokemon.fr/ressources/images/types/3.png"
"1530535653-1939","https://ivpokemon.fr/liste-pokemon","Typhlosion","https://ivpokemon.fr/infos-pokemon?id=157","#157","Typhlosion","1.7 m","79.5 kg","78","84","78","109","85","100","https://ivpokemon.fr/ressources/images/types/10.png"
"1530534183-997","https://ivpokemon.fr/liste-pokemon","Sinistrail","https://ivpokemon.fr/infos-pokemon?id=781","#781","Sinistrail","3.9 m","210 kg","70","131","100","86","90","40","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534386-1151","https://ivpokemon.fr/liste-pokemon","Sepiatroce","https://ivpokemon.fr/infos-pokemon?id=687","#687","Sepiatroce","1.5 m","47 kg","86","92","88","68","75","73","https://ivpokemon.fr/ressources/images/types/17.png"
"1530534321-1100","https://ivpokemon.fr/liste-pokemon","Yveltal","https://ivpokemon.fr/infos-pokemon?id=717","#717","Yveltal","5.8 m","203 kg","126","131","95","131","98","99","https://ivpokemon.fr/ressources/images/types/17.png"
"1530535296-1728","https://ivpokemon.fr/liste-pokemon","Brouhabam","https://ivpokemon.fr/infos-pokemon?id=295","#295","Brouhabam","1.5 m","84 kg","104","91","63","91","73","68","https://ivpokemon.fr/ressources/images/types/1.png"
"1530536143-2143","https://ivpokemon.fr/liste-pokemon","Aspicot","https://ivpokemon.fr/infos-pokemon?id=13","#13","Aspicot","0.3 m","3.2 kg","40","35","30","20","20","50","https://ivpokemon.fr/ressources/images/types/7.png"
"1530535740-1995","https://ivpokemon.fr/liste-pokemon","Hypotrempe","https://ivpokemon.fr/infos-pokemon?id=116","#116","Hypotrempe","0.4 m","8 kg","30","40","70","70","25","60","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535718-1981","https://ivpokemon.fr/liste-pokemon","Magmar","https://ivpokemon.fr/infos-pokemon?id=126","#126","Magmar","1.3 m","44.5 kg","65","95","57","100","85","93","https://ivpokemon.fr/ressources/images/types/10.png"
"1530535303-1732","https://ivpokemon.fr/liste-pokemon","Munja","https://ivpokemon.fr/infos-pokemon?id=292","#292","Munja","0.8 m","1.2 kg","1","90","45","30","30","40","https://ivpokemon.fr/ressources/images/types/8.png"
"1530535117-1644","https://ivpokemon.fr/liste-pokemon","Milobellus","https://ivpokemon.fr/infos-pokemon?id=350","#350","Milobellus","6.2 m","162 kg","95","60","79","100","125","81","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535112-1642","https://ivpokemon.fr/liste-pokemon","Kecleon","https://ivpokemon.fr/infos-pokemon?id=352","#352","Kecleon","1 m","22 kg","60","90","70","60","120","40","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535951-2097","https://ivpokemon.fr/liste-pokemon","Ortide","https://ivpokemon.fr/infos-pokemon?id=44","#44","Ortide","0.8 m","8.6 kg","60","65","70","85","75","40","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534753-1401","https://ivpokemon.fr/liste-pokemon","Déflaisan","https://ivpokemon.fr/infos-pokemon?id=521","#521","Déflaisan","1.2 m","29 kg","80","115","80","65","55","93","https://ivpokemon.fr/ressources/images/types/1.png"
"1530534194-1006","https://ivpokemon.fr/liste-pokemon","Boumata","https://ivpokemon.fr/infos-pokemon?id=776","#776","Boumata","2 m","212 kg","60","78","135","91","85","36","https://ivpokemon.fr/ressources/images/types/18.png"
"1530536063-2129","https://ivpokemon.fr/liste-pokemon","Piafabec","https://ivpokemon.fr/infos-pokemon?id=21","#21","Piafabec","0.3 m","2 kg","40","60","30","31","31","70","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535282-1719","https://ivpokemon.fr/liste-pokemon","Ténéfix","https://ivpokemon.fr/infos-pokemon?id=302","#302","Ténéfix","0.5 m","11 kg","50","75","75","65","65","50","https://ivpokemon.fr/ressources/images/types/17.png"
"1530534248-1045","https://ivpokemon.fr/liste-pokemon","Araqua","https://ivpokemon.fr/infos-pokemon?id=751","#751","Araqua","0.3 m","4 kg","38","40","52","40","72","27","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535174-1687","https://ivpokemon.fr/liste-pokemon","Camérupt","https://ivpokemon.fr/infos-pokemon?id=323","#323","Camérupt","1.9 m","220 kg","70","100","70","105","75","40","https://ivpokemon.fr/ressources/images/types/10.png"
"1530534923-1514","https://ivpokemon.fr/liste-pokemon","Pijako","https://ivpokemon.fr/infos-pokemon?id=441","#441","Pijako","0.5 m","1.9 kg","76","65","45","92","42","91","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535367-1781","https://ivpokemon.fr/liste-pokemon","Grahyèna","https://ivpokemon.fr/infos-pokemon?id=262","#262","Grahyèna","1 m","37 kg","70","90","70","60","60","70","https://ivpokemon.fr/ressources/images/types/17.png"
"1530534592-1300","https://ivpokemon.fr/liste-pokemon","Trompignon","https://ivpokemon.fr/infos-pokemon?id=590","#590","Trompignon","0.2 m","1 kg","69","55","45","55","55","15","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534445-1192","https://ivpokemon.fr/liste-pokemon","Sapereau","https://ivpokemon.fr/infos-pokemon?id=659","#659","Sapereau","0.4 m","5 kg","38","36","38","32","36","57","https://ivpokemon.fr/ressources/images/types/1.png"
"1530534477-1216","https://ivpokemon.fr/liste-pokemon","Zekrom","https://ivpokemon.fr/infos-pokemon?id=644","#644","Zekrom","2.9 m","345 kg","100","150","120","120","100","90","https://ivpokemon.fr/ressources/images/types/13.png"
"1530535006-1571","https://ivpokemon.fr/liste-pokemon","Mélokrik","https://ivpokemon.fr/infos-pokemon?id=402","#402","Mélokrik","1 m","25.5 kg","77","85","51","55","51","65","https://ivpokemon.fr/ressources/images/types/7.png"
"1530535021-1583","https://ivpokemon.fr/liste-pokemon","Pingoléon","https://ivpokemon.fr/infos-pokemon?id=395","#395","Pingoléon","1.7 m","84.5 kg","84","86","88","111","101","60","https://ivpokemon.fr/ressources/images/types/9.png"
"1530534842-1454","https://ivpokemon.fr/liste-pokemon","Motisma","https://ivpokemon.fr/infos-pokemon?id=479","#479","Motisma","0.3 m","0.3 kg","50","50","77","95","77","91","https://ivpokemon.fr/ressources/images/types/8.png"
"1530535974-2115","https://ivpokemon.fr/liste-pokemon","Nidorino","https://ivpokemon.fr/infos-pokemon?id=33","#33","Nidorino","0.9 m","19.5 kg","61","72","57","55","55","65","https://ivpokemon.fr/ressources/images/types/4.png"
"1530534989-1560","https://ivpokemon.fr/liste-pokemon","Dinoclier","https://ivpokemon.fr/infos-pokemon?id=410","#410","Dinoclier","0.5 m","57 kg","30","42","118","42","88","30","https://ivpokemon.fr/ressources/images/types/6.png"
"1530535640-1933","https://ivpokemon.fr/liste-pokemon","Hoothoot","https://ivpokemon.fr/infos-pokemon?id=163","#163","Hoothoot","0.7 m","21.2 kg","60","30","30","36","56","50","https://ivpokemon.fr/ressources/images/types/3.png"
"1530535787-2023","https://ivpokemon.fr/liste-pokemon","Ectoplasma","https://ivpokemon.fr/infos-pokemon?id=94","#94","Ectoplasma","1.5 m","40.5 kg","60","65","60","130","75","110","https://ivpokemon.fr/ressources/images/types/4.png"
"1530535987-2122","https://ivpokemon.fr/liste-pokemon","Sabelette","https://ivpokemon.fr/infos-pokemon?id=27","#27","Sabelette","0.6 m","12 kg","50","75","85","20","30","40","https://ivpokemon.fr/ressources/images/types/5.png"
"1530534252-1048","https://ivpokemon.fr/liste-pokemon","Tiboudet","https://ivpokemon.fr/infos-pokemon?id=749","#749","Tiboudet","1 m","110 kg","70","100","70","45","55","45","https://ivpokemon.fr/ressources/images/types/5.png"
"1530536156-2151","https://ivpokemon.fr/liste-pokemon","Carapuce","https://ivpokemon.fr/infos-pokemon?id=7","#7","Carapuce","0.5 m","9 kg","44","48","65","50","64","43","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534300-1082","https://ivpokemon.fr/liste-pokemon","Félinferno","https://ivpokemon.fr/infos-pokemon?id=727","#727","Félinferno","1.8 m","83 kg","95","115","90","80","90","60","https://ivpokemon.fr/ressources/images/types/18.png"
"1530534588-1296","https://ivpokemon.fr/liste-pokemon","Viskuse","https://ivpokemon.fr/infos-pokemon?id=592","#592","Viskuse","1.2 m","33 kg","55","40","50","65","85","40","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534857-1466","https://ivpokemon.fr/liste-pokemon","Scorvol","https://ivpokemon.fr/infos-pokemon?id=472","#472","Scorvol","2 m","42.5 kg","75","95","125","45","75","95","https://ivpokemon.fr/ressources/images/types/3.png"
"1530534511-1245","https://ivpokemon.fr/liste-pokemon","Gueriaigle","https://ivpokemon.fr/infos-pokemon?id=628","#628","Gueriaigle","1.5 m","41 kg","100","123","75","57","75","80","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535968-2111","https://ivpokemon.fr/liste-pokemon","Mélodelfe","https://ivpokemon.fr/infos-pokemon?id=36","#36","Mélodelfe","1.3 m","40 kg","95","70","73","95","90","60","https://ivpokemon.fr/ressources/images/types/18.png"
"1530535400-1806","https://ivpokemon.fr/liste-pokemon","Embrylex","https://ivpokemon.fr/infos-pokemon?id=246","#246","Embrylex","0.6 m","72 kg","50","64","50","45","50","41","https://ivpokemon.fr/ressources/images/types/6.png"
"1530534360-1130","https://ivpokemon.fr/liste-pokemon","Dragmara","https://ivpokemon.fr/infos-pokemon?id=699","#699","Dragmara","2.7 m","225 kg","123","77","72","99","92","58","https://ivpokemon.fr/ressources/images/types/15.png"
"1530535821-2050","https://ivpokemon.fr/liste-pokemon","Galopa","https://ivpokemon.fr/infos-pokemon?id=78","#78","Galopa","1.7 m","95 kg","65","100","70","80","80","105","https://ivpokemon.fr/ressources/images/types/10.png"
"1530535509-1881","https://ivpokemon.fr/liste-pokemon","Maraiste","https://ivpokemon.fr/infos-pokemon?id=195","#195","Maraiste","1.4 m","75 kg","95","85","85","65","65","35","https://ivpokemon.fr/ressources/images/types/5.png"
"1530535337-1759","https://ivpokemon.fr/liste-pokemon","Nirondelle","https://ivpokemon.fr/infos-pokemon?id=276","#276","Nirondelle","0.3 m","2.3 kg","40","55","30","30","30","85","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535019-1580","https://ivpokemon.fr/liste-pokemon","Étourmi","https://ivpokemon.fr/infos-pokemon?id=396","#396","Étourmi","0.3 m","2 kg","40","55","30","30","30","60","https://ivpokemon.fr/ressources/images/types/1.png"
"1530534196-1008","https://ivpokemon.fr/liste-pokemon","Dodoala","https://ivpokemon.fr/infos-pokemon?id=775","#775","Dodoala","0.4 m","19.9 kg","65","115","65","75","95","65","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535502-1876","https://ivpokemon.fr/liste-pokemon","Cornèbre","https://ivpokemon.fr/infos-pokemon?id=198","#198","Cornèbre","0.5 m","2.1 kg","60","85","42","85","42","91","https://ivpokemon.fr/ressources/images/types/17.png"
"1530536169-2160","https://ivpokemon.fr/liste-pokemon","Bulbizarre","https://ivpokemon.fr/infos-pokemon?id=1","#1","Bulbizarre","0.7 m","6.9 kg","45","49","49","65","65","45","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534238-1037","https://ivpokemon.fr/liste-pokemon","Lampignon","https://ivpokemon.fr/infos-pokemon?id=756","#756","Lampignon","1 m","11.5 kg","60","45","80","90","100","30","https://ivpokemon.fr/ressources/images/types/12.png"
